estimate,std_error,t_value,p_value,term,taxon
-1.7169,1.1411,-1.5047,0.1375,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-5.1351,0.2926,-17.5472,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00054
-5.4362,0.4201,-12.9395,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-0.321,0.5077,-0.6324,0.5295,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00278
-1.3784,0.8057,-1.7107,0.0921,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.0852,0.6958,-1.5596,0.124,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00193
-0.6,0.4856,-1.2357,0.2212,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
0.3668,0.8986,0.4082,0.6846,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.2759,0.5779,-0.4774,0.6348,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-0.2628,0.4643,-0.566,0.5734,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
2.2356,0.7659,2.9189,0.0049,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
-4.8439,0.2708,-17.8879,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
-6.3561,0.5007,-12.6935,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.0393,0.5843,0.0673,0.9466,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.1749,0.6441,0.2715,0.7869,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.9471,0.6087,1.5559,0.1248,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
1.2975,0.4097,3.1671,0.0024,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.276,0.6297,0.4384,0.6626,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Funneliformis_Funneliformis mosseae
-0.1709,0.733,-0.2331,0.8164,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.0816,0.6652,-1.6258,0.1091,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.0483,0.6389,0.0756,0.94,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-5.1919,0.2632,-19.7298,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-5.8582,0.2908,-20.147,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-0.3899,0.3787,-1.0297,0.3072,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00196
0.8988,0.3563,2.523,0.0142,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.1282,0.5948,-1.8967,0.0625,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00199
0.3662,0.3248,1.1276,0.2638,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.9158,0.3631,-2.5221,0.0142,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
-0.1399,0.4331,-0.323,0.7478,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomeromycetes sp.
0.0519,0.3564,0.1456,0.8847,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00113
-0.7548,0.3721,-2.0281,0.0469,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00115
-6.314,0.2197,-28.7437,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-5.775,0.3866,-14.9365,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Funneliformis_Funneliformis mosseae
0.3447,0.4362,0.7903,0.4324,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
0.453,0.4946,0.9158,0.3633,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.2928,0.5863,-0.4994,0.6193,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.009,0.3555,0.0253,0.9799,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.915,0.5771,-1.5855,0.1179,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00219
-2.3663,1.0622,-2.2278,0.0295,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-1.4074,0.5006,-2.8115,0.0066,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-2.014,0.7792,-2.5845,0.0121,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00212
-5.277,0.2527,-20.8798,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-5.807,0.5263,-11.0346,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00212
-0.0625,0.6041,-0.1034,0.918,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00219
-1.6488,1.1085,-1.4873,0.142,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.1353,0.7387,-0.1832,0.8552,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.3216,0.6835,-1.9336,0.0577,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
1.3733,1.147,1.1974,0.2357,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
1.0582,0.5943,1.7804,0.0799,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.0105,0.6808,-1.4843,0.1428,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.6143,1.2216,0.5029,0.6168,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
-4.516,0.3421,-13.1998,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00234
-5.9543,0.326,-18.2674,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-0.1082,0.4021,-0.269,0.7888,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
-2.6911,1.0475,-2.5691,0.0126,Invaded,Fungi_Glomeromycota_Paraglomeromycetes_Paraglomerales_Paraglomeraceae_Paraglomus_Paraglomus VTX00337
-0.2605,0.5181,-0.5028,0.6169,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-0.3004,0.3781,-0.7944,0.43,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
1.8501,1.098,1.685,0.097,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
0.0567,0.4617,0.1229,0.9026,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.7147,0.3198,2.2348,0.029,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
2.9334,1.0531,2.7855,0.0071,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00234
-6.0923,0.2483,-24.5358,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00143
-7.4957,0.7269,-10.3114,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.5252,0.8278,0.6345,0.5281,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.9112,0.8972,1.0156,0.3138,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
0.9379,0.8957,1.047,0.2991,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
0.7878,0.5487,1.4356,0.1561,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-0.2646,0.796,-0.3324,0.7407,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00278
1.3971,0.8413,1.6606,0.1018,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00247
1.5389,0.5248,2.9322,0.0047,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomerales sp.
1.6205,0.6379,2.5406,0.0136,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
-5.2901,0.2795,-18.9283,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-6.0491,0.3294,-18.3628,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
0.6063,0.3721,1.6294,0.1083,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
0.3945,0.4504,0.8759,0.3845,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
-0.5174,0.543,-0.9528,0.3444,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-1.6461,0.4066,-4.0488,1e-4,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.4147,0.4603,-0.901,0.3711,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.6193,0.6534,-2.4782,0.0159,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
0.011,0.2781,0.0395,0.9686,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
-0.0115,0.4325,-0.0265,0.9789,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00115
-6.127,0.227,-26.9876,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
-7.5106,0.5869,-12.7971,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00219
0.8991,0.6544,1.374,0.1744,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
1.389,0.6884,2.0177,0.048,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
1.2122,0.719,1.686,0.0968,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.1174,0.4436,0.2646,0.7922,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00193
0.2511,0.5086,0.4938,0.6232,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
1.7466,0.6554,2.665,0.0098,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
1.2862,0.3891,3.306,0.0016,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
1.3308,0.4579,2.906,0.0051,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-5.8662,0.242,-24.2395,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
-5.4983,0.3373,-16.3021,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
-1.4947,0.5127,-2.9151,0.0049,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00234
-0.9752,0.5738,-1.6996,0.0942,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-0.6215,0.5479,-1.1342,0.2611,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00212
0.7067,0.5144,1.3738,0.1744,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
0.9356,0.5954,1.5714,0.1212,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-0.9517,0.566,-1.6813,0.0977,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
-1.9333,1.0753,-1.7979,0.0771,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
-1.8614,1.1061,-1.6829,0.0974,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-5.5571,0.2929,-18.9729,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-5.3231,0.302,-17.6243,0,(Intercept),Fungi_Glomeromycota_Paraglomeromycetes_Paraglomerales_Paraglomeraceae_Paraglomus_Paraglomus VTX00281
-1.2937,0.4583,-2.8231,0.0064,Transition,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
-2.1022,0.7559,-2.7809,0.0072,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.0449,0.5409,-1.9317,0.058,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-0.5533,0.5598,-0.9883,0.3268,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
0.9212,0.835,1.1032,0.2742,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00054
-0.5054,0.4677,-1.0806,0.2841,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-0.6739,0.6029,-1.1178,0.2679,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00278
0.1413,0.9797,0.1442,0.8858,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-5.6937,0.287,-19.8371,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00193
-5.8576,0.2985,-19.6264,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
-0.6208,0.3981,-1.5594,0.124,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.3607,0.3992,0.9037,0.3697,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-1.3932,0.6185,-2.2527,0.0278,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
0.0017,0.3912,0.0043,0.9966,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
-1.0557,0.4768,-2.2141,0.0305,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
-0.5312,0.4716,-1.1264,0.2643,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.198,0.4302,-0.4601,0.647,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.1743,0.408,-0.4272,0.6707,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-6.2551,0.2414,-25.9069,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-6.1806,0.3164,-19.5334,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.1564,0.3755,0.4165,0.6784,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Funneliformis_Funneliformis mosseae
-0.1647,0.5001,-0.3294,0.743,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.2549,0.5049,-0.5048,0.6155,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.5618,0.4789,-3.2612,0.0018,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.4798,0.5876,-0.8166,0.4173,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
0.6125,0.3961,1.5462,0.1271,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
0.1722,0.3196,0.5388,0.5919,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00196
0.2775,0.5115,0.5425,0.5894,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-6.4312,0.2511,-25.6115,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00199
-7.0466,0.5917,-11.9082,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.3117,0.9039,-1.4511,0.1518,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
-0.2674,0.8975,-0.298,0.7667,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomeromycetes sp.
1.1928,0.7173,1.663,0.1014,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00113
2.8538,0.749,3.81,3e-4,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00115
2.3373,0.7595,3.0773,0.0031,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
0.5469,0.7373,0.7418,0.461,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Funneliformis_Funneliformis mosseae
0.8089,0.9095,0.8894,0.3772,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
0.4359,0.8967,0.4861,0.6286,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-5.4448,0.2865,-19.0014,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-6.5346,0.5233,-12.4878,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.7326,0.6932,-1.0569,0.2947,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00219
0.7803,0.665,1.1733,0.2452,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
1.8339,0.5734,3.1986,0.0022,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
1.375,0.5843,2.3534,0.0218,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00212
0.039,0.6298,0.062,0.9508,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.7825,0.8527,-0.9176,0.3624,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00212
-0.2033,0.7584,-0.268,0.7896,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00219
-2.3464,1.0987,-2.1356,0.0367,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-5.1602,0.3034,-17.0062,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-5.9083,0.3969,-14.8866,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-0.0569,0.46,-0.1236,0.902,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
0.2218,0.5373,0.4129,0.6811,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.7887,0.6703,-1.1766,0.2438,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.6471,0.4579,-1.4131,0.1626,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
-0.9902,0.6283,-1.5759,0.1201,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00234
-0.1099,0.5523,-0.1989,0.843,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
1.0218,0.3591,2.8458,0.006,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
0.487,0.5036,0.9671,0.3373,Invaded:Steptoe,Fungi_Glomeromycota_Paraglomeromycetes_Paraglomerales_Paraglomeraceae_Paraglomus_Paraglomus VTX00337
-5.3057,0.2625,-20.2123,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-6.5651,0.4047,-16.2225,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-0.1404,0.4857,-0.2892,0.7734,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-1.2889,0.7993,-1.6126,0.1119,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.2549,0.6022,-0.4232,0.6736,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.2253,0.4209,0.5353,0.5944,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00234
2.2955,0.7517,3.0537,0.0033,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00143
-0.5884,0.6688,-0.8798,0.3824,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.169,0.4545,-0.3719,0.7113,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
1.3962,0.7978,1.75,0.0851,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
-6.1727,0.2542,-24.2827,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
-5.9779,0.3585,-16.6751,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
